quarter_day,feature,shap_value,updated_at
2024Q1_day8,analyst sentiment score,-0.112870648,2026-04-30 38:31:0
2024Q1_day8,analyst consensus strength,0.16668134,2026-04-30 38:31:0
2024Q1_day8,analyst bullish ratio,0.026874204,2026-04-30 38:31:0
2024Q1_day9,analyst bearish ratio,-0.059201526,2026-04-30 38:31:0
2024Q1_day9,analyst coverage,-0.045381985,2026-04-30 38:31:0
2024Q1_day9,analyst rating momentum,-0.058472484,2026-04-30 38:31:0
2024Q1_day9,analyst positive momentum,0.340131029,2026-04-30 38:31:0
2024Q1_day9,analyst price target upside,0.268711344,2026-04-30 38:31:0
2024Q1_day9,reaction days,-0.438077727,2026-04-30 38:31:0
2024Q1_day9,cortex sentiment,-0.106459534,2026-04-30 38:31:0
2024Q1_day9,earnings surprise pct,0.916841717,2026-04-30 38:31:0
2024Q1_day9,actual eps,0.788774746,2026-04-30 38:31:0
2024Q1_day9,operating margin,-0.116555536,2026-04-30 38:31:0
2024Q1_day9,guidance surprise pct,1.474467632,2026-04-30 38:31:0
2024Q1_day9,guidance eps,1.368515877,2026-04-30 38:31:0
2024Q1_day9,china rev yoy,-0.2318633,2026-04-30 38:31:0
2024Q1_day9,revenue qoq,0.122115686,2026-04-30 38:31:0
2024Q1_day9,beta sp500,-0.29149702,2026-04-30 38:31:0
2024Q1_day9,beta sp500 it,-0.413885449,2026-04-30 38:31:0
2024Q1_day9,beta nasdaq,-0.188015167,2026-04-30 38:31:0
2024Q1_day9,cadence return 30d,0.258718042,2026-04-30 38:31:0
2024Q1_day9,siemens return 30d,0.285937514,2026-04-30 38:31:0
2024Q1_day9,vix,-0.14345729,2026-04-30 38:31:0
2024Q1_day9,vix change 30d,-0.037452107,2026-04-30 38:31:0
2024Q1_day9,high volatility,-0.141910856,2026-04-30 38:31:0
2024Q1_day9,cpi,-0.192444479,2026-04-30 38:31:0
2024Q1_day9,unemployment rate,0.129576763,2026-04-30 38:31:0
2024Q1_day9,analyst sentiment score,-0.019754285,2026-04-30 38:31:0
2024Q1_day9,analyst consensus strength,0.226287399,2026-04-30 38:31:0
2024Q1_day9,analyst bullish ratio,0.356674011,2026-04-30 38:31:0
2024Q1_day10,analyst bearish ratio,0.212491154,2026-04-30 38:31:0
2024Q1_day10,analyst coverage,0.105434462,2026-04-30 38:31:0
2024Q1_day10,analyst rating momentum,0.321045071,2026-04-30 38:31:0
2024Q1_day10,analyst positive momentum,-0.007956378,2026-04-30 38:31:0
2024Q1_day10,analyst price target upside,-0.02637493,2026-04-30 38:31:0
2024Q1_day10,reaction days,0.117386607,2026-04-30 38:31:0
2024Q1_day10,cortex sentiment,-0.946941587,2026-04-30 38:31:0
2024Q1_day10,earnings surprise pct,0.394893035,2026-04-30 38:31:0
2024Q1_day10,actual eps,0.713288798,2026-04-30 38:31:0
2024Q1_day10,operating margin,-0.237725976,2026-04-30 38:31:0
2024Q1_day10,guidance surprise pct,0.615223082,2026-04-30 38:31:0
2024Q1_day10,guidance eps,-0.3361688,2026-04-30 38:31:0
2024Q1_day10,china rev yoy,0.063988112,2026-04-30 38:31:0
2024Q1_day10,revenue qoq,0.000361643,2026-04-30 38:31:0
2024Q1_day10,beta sp500,-0.245126589,2026-04-30 38:31:0
2024Q1_day10,beta sp500 it,0.197773701,2026-04-30 38:31:0
2024Q1_day10,beta nasdaq,0.281271041,2026-04-30 38:31:0
2024Q1_day10,cadence return 30d,-0.482267959,2026-04-30 38:31:0
2024Q1_day10,siemens return 30d,-0.228817434,2026-04-30 38:31:0
2024Q1_day10,vix,-0.784571175,2026-04-30 38:31:0
2024Q1_day10,vix change 30d,-0.869951551,2026-04-30 38:31:0
2024Q1_day10,high volatility,0.014737421,2026-04-30 38:31:0
2024Q1_day10,cpi,-0.058147842,2026-04-30 38:31:0
2024Q1_day10,unemployment rate,-0.079354452,2026-04-30 38:31:0
2024Q1_day10,analyst sentiment score,-1.702317419,2026-04-30 38:31:0
2024Q1_day10,analyst consensus strength,0.190625409,2026-04-30 38:31:0
2024Q1_day10,analyst bullish ratio,-0.371777518,2026-04-30 38:31:0
2024Q2_day1,analyst bearish ratio,0.017979789,2026-04-30 38:31:0
2024Q2_day1,analyst coverage,0.083213081,2026-04-30 38:31:0
2024Q2_day1,analyst rating momentum,0.408197579,2026-04-30 38:31:0
2024Q2_day1,analyst positive momentum,-0.39264612,2026-04-30 38:31:0
2024Q2_day1,analyst price target upside,-0.453902431,2026-04-30 38:31:0
2024Q2_day1,reaction days,0.186769909,2026-04-30 38:31:0
2024Q2_day1,cortex sentiment,0.580306709,2026-04-30 38:31:0
2024Q2_day1,earnings surprise pct,1.543367812,2026-04-30 38:31:0
2024Q2_day1,actual eps,0.925795649,2026-04-30 38:31:0
2024Q2_day1,operating margin,-0.147490856,2026-04-30 38:31:0
2024Q2_day1,guidance surprise pct,1.284273558,2026-04-30 38:31:0
2024Q2_day1,guidance eps,0.21587228,2026-04-30 38:31:0
2024Q2_day1,china rev yoy,0.142907331,2026-04-30 38:31:0
2024Q2_day1,revenue qoq,0.151641048,2026-04-30 38:31:0
2024Q2_day1,beta sp500,0.318062972,2026-04-30 38:31:0
2024Q2_day1,beta sp500 it,0.827898012,2026-04-30 38:31:0
2024Q2_day1,beta nasdaq,0.11772479,2026-04-30 38:31:0
2024Q2_day1,cadence return 30d,-0.152689088,2026-04-30 38:31:0
2024Q2_day1,siemens return 30d,-0.007672294,2026-04-30 38:31:0
2024Q2_day1,vix,-1.284537952,2026-04-30 38:31:0
2024Q2_day1,vix change 30d,-0.747356566,2026-04-30 38:31:0
2024Q2_day1,high volatility,-0.604641219,2026-04-30 38:31:0
2024Q2_day1,cpi,-0.157226519,2026-04-30 38:31:0
2024Q2_day1,unemployment rate,0.045706462,2026-04-30 38:31:0
2024Q2_day1,analyst sentiment score,-0.993451959,2026-04-30 38:31:0
2024Q2_day1,analyst consensus strength,0.3363092,2026-04-30 38:31:0
2024Q2_day1,analyst bullish ratio,6.2119e-05,2026-04-30 38:31:0
2024Q2_day2,analyst bearish ratio,-0.002790096,2026-04-30 38:31:0
2024Q2_day2,analyst coverage,-0.098368415,2026-04-30 38:31:0
2024Q2_day2,analyst rating momentum,0.046557205,2026-04-30 38:31:0
2024Q2_day2,analyst positive momentum,0.247529479,2026-04-30 38:31:0
2024Q2_day2,analyst price target upside,-0.023426043,2026-04-30 38:31:0
2024Q2_day2,reaction days,0.018376702,2026-04-30 38:31:0
2024Q2_day2,cortex sentiment,-0.682235617,2026-04-30 38:31:0
2024Q2_day2,earnings surprise pct,-0.007522554,2026-04-30 38:31:0
2024Q2_day2,actual eps,0.308445284,2026-04-30 38:31:0
2024Q2_day2,operating margin,-0.142866262,2026-04-30 38:31:0
2024Q2_day2,guidance surprise pct,1.324633508,2026-04-30 38:31:0
2024Q2_day2,guidance eps,0.957536797,2026-04-30 38:31:0
2024Q2_day2,china rev yoy,0.058076973,2026-04-30 38:31:0
2024Q2_day2,revenue qoq,0.255269389,2026-04-30 38:31:0
2024Q2_day2,beta sp500,-0.041211537,2026-04-30 38:31:0
2024Q2_day2,beta sp500 it,0.117139455,2026-04-30 38:31:0
2024Q2_day2,beta nasdaq,-0.030966526,2026-04-30 38:31:0
2024Q2_day2,cadence return 30d,0.079608705,2026-04-30 38:31:0
2024Q2_day2,siemens return 30d,-0.174827597,2026-04-30 38:31:0
2024Q2_day2,vix,-1.619408579,2026-04-30 38:31:0
2024Q2_day2,vix change 30d,-0.467139581,2026-04-30 38:31:0
2024Q2_day2,high volatility,0.311374068,2026-04-30 38:31:0
2024Q2_day2,cpi,0.277864621,2026-04-30 38:31:0
2024Q2_day2,unemployment rate,0.289619245,2026-04-30 38:31:0
2024Q2_day2,analyst sentiment score,0.241678433,2026-04-30 38:31:0
2024Q2_day2,analyst consensus strength,0.026597277,2026-04-30 38:31:0
2024Q2_day2,analyst bullish ratio,0.059194712,2026-04-30 38:31:0
2024Q2_day3,analyst bearish ratio,-0.185295569,2026-04-30 38:31:0
2024Q2_day3,analyst coverage,-0.094821857,2026-04-30 38:31:0
2024Q2_day3,analyst rating momentum,0.184731345,2026-04-30 38:31:0
2024Q2_day3,analyst positive momentum,0.361165331,2026-04-30 38:31:0
2024Q2_day3,analyst price target upside,0.122110745,2026-04-30 38:31:0
2024Q2_day3,reaction days,0.059962147,2026-04-30 38:31:0
2024Q2_day3,cortex sentiment,-0.499683225,2026-04-30 38:31:0
2024Q2_day3,earnings surprise pct,1.160724049,2026-04-30 38:31:0
2024Q2_day3,actual eps,-0.06631289,2026-04-30 38:31:0
2024Q2_day3,operating margin,-0.688854286,2026-04-30 38:31:0
2024Q2_day3,guidance surprise pct,0.46967789,2026-04-30 38:31:0
2024Q2_day3,guidance eps,0.067572544,2026-04-30 38:31:0
2024Q2_day3,china rev yoy,-0.152442059,2026-04-30 38:31:0
2024Q2_day3,revenue qoq,-0.044334096,2026-04-30 38:31:0
2024Q2_day3,beta sp500,-0.135974523,2026-04-30 38:31:0
2024Q2_day3,beta sp500 it,0.43574026,2026-04-30 38:31:0
2024Q2_day3,beta nasdaq,0.098023429,2026-04-30 38:31:0
2024Q2_day3,cadence return 30d,0.090142308,2026-04-30 38:31:0
2024Q2_day3,siemens return 30d,0.186662143,2026-04-30 38:31:0
2024Q2_day3,vix,-0.969416559,2026-04-30 38:31:0
2024Q2_day3,vix change 30d,0.119555894,2026-04-30 38:31:0
2024Q2_day3,high volatility,-0.437882143,2026-04-30 38:31:0
2024Q2_day3,cpi,0.201144185,2026-04-30 38:31:0
2024Q2_day3,unemployment rate,-0.32155717,2026-04-30 38:31:0
2024Q2_day3,analyst sentiment score,-1.43225526,2026-04-30 38:31:0
2024Q2_day3,analyst consensus strength,0.245366897,2026-04-30 38:31:0
2024Q2_day3,analyst bullish ratio,0.112922858,2026-04-30 38:31:0
2024Q2_day4,analyst bearish ratio,-0.270615466,2026-04-30 38:31:0
2024Q2_day4,analyst coverage,-0.260898924,2026-04-30 38:31:0
2024Q2_day4,analyst rating momentum,0.337630435,2026-04-30 38:31:0
2024Q2_day4,analyst positive momentum,-0.356823568,2026-04-30 38:31:0
2024Q2_day4,analyst price target upside,0.478534591,2026-04-30 38:31:0
2024Q2_day4,reaction days,-0.030124147,2026-04-30 38:31:0
2024Q2_day4,cortex sentiment,-0.116964845,2026-04-30 38:31:0
2024Q2_day4,earnings surprise pct,0.602828915,2026-04-30 38:31:0
2024Q2_day4,actual eps,1.161912459,2026-04-30 38:31:0
2024Q2_day4,operating margin,-0.163234201,2026-04-30 38:31:0
2024Q2_day4,guidance surprise pct,0.702324256,2026-04-30 38:31:0
2024Q2_day4,guidance eps,0.824551505,2026-04-30 38:31:0
2024Q2_day4,china rev yoy,-0.300656237,2026-04-30 38:31:0
2024Q2_day4,revenue qoq,0.222247304,2026-04-30 38:31:0
2024Q2_day4,beta sp500,-0.15396407,2026-04-30 38:31:0
2024Q2_day4,beta sp500 it,-0.068579975,2026-04-30 38:31:0
2024Q2_day4,beta nasdaq,-0.298304812,2026-04-30 38:31:0
2024Q2_day4,cadence return 30d,-0.768700098,2026-04-30 38:31:0
2024Q2_day4,siemens return 30d,-0.057308329,2026-04-30 38:31:0
2024Q2_day4,vix,0.806307711,2026-04-30 38:31:0
2024Q2_day4,vix change 30d,-0.007697856,2026-04-30 38:31:0
2024Q2_day4,high volatility,-0.40963019,2026-04-30 38:31:0
2024Q2_day4,cpi,-0.078867249,2026-04-30 38:31:0
2024Q2_day4,unemployment rate,0.006739768,2026-04-30 38:31:0
2024Q2_day4,analyst sentiment score,-0.171728531,2026-04-30 38:31:0
2024Q2_day4,analyst consensus strength,-0.354243845,2026-04-30 38:31:0
2024Q2_day4,analyst bullish ratio,0.334296508,2026-04-30 38:31:0
2024Q2_day5,analyst bearish ratio,0.214614395,2026-04-30 38:31:0
2024Q2_day5,analyst coverage,0.215455718,2026-04-30 38:31:0
2024Q2_day5,analyst rating momentum,0.131542722,2026-04-30 38:31:0
2024Q2_day5,analyst positive momentum,0.005884997,2026-04-30 38:31:0
2024Q2_day5,analyst price target upside,0.284572247,2026-04-30 38:31:0
2024Q2_day5,reaction days,0.268362827,2026-04-30 38:31:0
2024Q2_day5,cortex sentiment,-0.712424427,2026-04-30 38:31:0
2024Q2_day5,earnings surprise pct,0.455838936,2026-04-30 38:31:0
2024Q2_day5,actual eps,0.861113777,2026-04-30 38:31:0
2024Q2_day5,operating margin,0.464706045,2026-04-30 38:31:0
2024Q2_day5,guidance surprise pct,0.056535755,2026-04-30 38:31:0
2024Q2_day5,guidance eps,-0.080515159,2026-04-30 38:31:0
2024Q2_day5,china rev yoy,0.049428252,2026-04-30 38:31:0
2024Q2_day5,revenue qoq,0.015266311,2026-04-30 38:31:0
2024Q2_day5,beta sp500,0.052002499,2026-04-30 38:31:0
2024Q2_day5,beta sp500 it,0.073185959,2026-04-30 38:31:0
2024Q2_day5,beta nasdaq,-0.066960676,2026-04-30 38:31:0
2024Q2_day5,cadence return 30d,0.446959032,2026-04-30 38:31:0
2024Q2_day5,siemens return 30d,-0.480271194,2026-04-30 38:31:0
2024Q2_day5,vix,-0.814248512,2026-04-30 38:31:0
2024Q2_day5,vix change 30d,-0.45162738,2026-04-30 38:31:0
2024Q2_day5,high volatility,-1.221594406,2026-04-30 38:31:0
2024Q2_day5,cpi,-0.052756321,2026-04-30 38:31:0
2024Q2_day5,unemployment rate,0.49844105,2026-04-30 38:31:0
2024Q2_day5,analyst sentiment score,-0.487468107,2026-04-30 38:31:0
2024Q2_day5,analyst consensus strength,0.069210272,2026-04-30 38:31:0
2024Q2_day5,analyst bullish ratio,-0.37804943,2026-04-30 38:31:0
2024Q2_day6,analyst bearish ratio,-0.184908422,2026-04-30 38:31:0
2024Q2_day6,analyst coverage,-0.112558914,2026-04-30 38:31:0
2024Q2_day6,analyst rating momentum,-0.095314529,2026-04-30 38:31:0
2024Q2_day6,analyst positive momentum,0.384493139,2026-04-30 38:31:0
2024Q2_day6,analyst price target upside,0.261538212,2026-04-30 38:31:0
2024Q2_day6,reaction days,-0.072291591,2026-04-30 38:31:0
2024Q2_day6,cortex sentiment,-0.352097133,2026-04-30 38:31:0
2024Q2_day6,earnings surprise pct,1.098933049,2026-04-30 38:31:0
2024Q2_day6,actual eps,1.484089423,2026-04-30 38:31:0
2024Q2_day6,operating margin,0.474162206,2026-04-30 38:31:0
2024Q2_day6,guidance surprise pct,0.190943485,2026-04-30 38:31:0
2024Q2_day6,guidance eps,0.313485493,2026-04-30 38:31:0
2024Q2_day6,china rev yoy,-0.377273358,2026-04-30 38:31:0
2024Q2_day6,revenue qoq,-0.070205958,2026-04-30 38:31:0
2024Q2_day6,beta sp500,0.139907512,2026-04-30 38:31:0
2024Q2_day6,beta sp500 it,0.296200355,2026-04-30 38:31:0
2024Q2_day6,beta nasdaq,-0.022785307,2026-04-30 38:31:0
2024Q2_day6,cadence return 30d,-0.095954257,2026-04-30 38:31:0
2024Q2_day6,siemens return 30d,0.045527398,2026-04-30 38:31:0
2024Q2_day6,vix,-0.817571451,2026-04-30 38:31:0
2024Q2_day6,vix change 30d,0.644769361,2026-04-30 38:31:0
2024Q2_day6,high volatility,-1.203830514,2026-04-30 38:31:0
2024Q2_day6,cpi,0.055422174,2026-04-30 38:31:0
2024Q2_day6,unemployment rate,0.607081866,2026-04-30 38:31:0
2024Q2_day6,analyst sentiment score,-0.495920093,2026-04-30 38:31:0
2024Q2_day6,analyst consensus strength,-0.057011711,2026-04-30 38:31:0
2024Q2_day6,analyst bullish ratio,-0.107233627,2026-04-30 38:31:0
2024Q2_day7,analyst bearish ratio,-0.054117505,2026-04-30 38:31:0
2024Q2_day7,analyst coverage,0.411854542,2026-04-30 38:31:0
2024Q2_day7,analyst rating momentum,-0.663558573,2026-04-30 38:31:0
2024Q2_day7,analyst positive momentum,0.46003011,2026-04-30 38:31:0
2024Q2_day7,analyst price target upside,-0.13479143,2026-04-30 38:31:0
2024Q2_day7,reaction days,0.096669534,2026-04-30 38:31:0
2024Q2_day7,cortex sentiment,-0.757546652,2026-04-30 38:31:0
2024Q2_day7,earnings surprise pct,1.153131962,2026-04-30 38:31:0
2024Q2_day7,actual eps,-0.158874611,2026-04-30 38:31:0
2024Q2_day7,operating margin,0.1386518,2026-04-30 38:31:0
2024Q2_day7,guidance surprise pct,2.014585774,2026-04-30 38:31:0
2024Q2_day7,guidance eps,-0.017904403,2026-04-30 38:31:0
2024Q2_day7,china rev yoy,0.05691185,2026-04-30 38:31:0
2024Q2_day7,revenue qoq,-0.198594653,2026-04-30 38:31:0
2024Q2_day7,beta sp500,0.127766162,2026-04-30 38:31:0
2024Q2_day7,beta sp500 it,0.005744333,2026-04-30 38:31:0
2024Q2_day7,beta nasdaq,-0.192446073,2026-04-30 38:31:0
2024Q2_day7,cadence return 30d,0.146361685,2026-04-30 38:31:0
2024Q2_day7,siemens return 30d,0.541304433,2026-04-30 38:31:0
2024Q2_day7,vix,-0.495451896,2026-04-30 38:31:0
2024Q2_day7,vix change 30d,-0.040121029,2026-04-30 38:31:0
2024Q2_day7,high volatility,-1.046636479,2026-04-30 38:31:0
2024Q2_day7,cpi,-0.286930913,2026-04-30 38:31:0
2024Q2_day7,unemployment rate,0.141721883,2026-04-30 38:31:0
2024Q2_day7,analyst sentiment score,0.390469617,2026-04-30 38:31:0
2024Q2_day7,analyst consensus strength,0.106684005,2026-04-30 38:31:0
2024Q2_day7,analyst bullish ratio,-0.093917409,2026-04-30 38:31:0
2024Q2_day8,analyst bearish ratio,-0.000212578,2026-04-30 38:31:0
2024Q2_day8,analyst coverage,-0.37512232,2026-04-30 38:31:0
2024Q2_day8,analyst rating momentum,0.181354598,2026-04-30 38:31:0
2024Q2_day8,analyst positive momentum,0.264699919,2026-04-30 38:31:0
2024Q2_day8,analyst price target upside,0.059581933,2026-04-30 38:31:0
2024Q2_day8,reaction days,0.05599157,2026-04-30 38:31:0
2024Q2_day8,cortex sentiment,-0.340473062,2026-04-30 38:31:0
2024Q2_day8,earnings surprise pct,0.537968158,2026-04-30 38:31:0
2024Q2_day8,actual eps,0.760320431,2026-04-30 38:31:0
2024Q2_day8,operating margin,0.629916537,2026-04-30 38:31:0
2024Q2_day8,guidance surprise pct,0.65178458,2026-04-30 38:31:0
2024Q2_day8,guidance eps,0.584995909,2026-04-30 38:31:0
2024Q2_day8,china rev yoy,-0.194262542,2026-04-30 38:31:0
2024Q2_day8,revenue qoq,0.223257591,2026-04-30 38:31:0
2024Q2_day8,beta sp500,-0.054367252,2026-04-30 38:31:0
2024Q2_day8,beta sp500 it,-0.194811911,2026-04-30 38:31:0
2024Q2_day8,beta nasdaq,0.39639121,2026-04-30 38:31:0
2024Q2_day8,cadence return 30d,0.425880901,2026-04-30 38:31:0
2024Q2_day8,siemens return 30d,-0.18012707,2026-04-30 38:31:0
2024Q2_day8,vix,-1.333269976,2026-04-30 38:31:0
2024Q2_day8,vix change 30d,0.103756845,2026-04-30 38:31:0
2024Q2_day8,high volatility,-0.742314913,2026-04-30 38:31:0
2024Q2_day8,cpi,0.23718768,2026-04-30 38:31:0
2024Q2_day8,unemployment rate,-0.591031145,2026-04-30 38:31:0
2024Q2_day8,analyst sentiment score,0.035558403,2026-04-30 38:31:0
2024Q2_day8,analyst consensus strength,-0.363351579,2026-04-30 38:31:0
2024Q2_day8,analyst bullish ratio,0.219229236,2026-04-30 38:31:0
2024Q2_day9,analyst bearish ratio,0.00428192,2026-04-30 38:31:0
2024Q2_day9,analyst coverage,-0.286181826,2026-04-30 38:31:0
2024Q2_day9,analyst rating momentum,-0.122110894,2026-04-30 38:31:0
2024Q2_day9,analyst positive momentum,0.205895537,2026-04-30 38:31:0
2024Q2_day9,analyst price target upside,0.171178891,2026-04-30 38:31:0
2024Q2_day9,reaction days,0.266882596,2026-04-30 38:31:0
2024Q2_day9,cortex sentiment,0.685864351,2026-04-30 38:31:0
2024Q2_day9,earnings surprise pct,-0.138544967,2026-04-30 38:31:0
2024Q2_day9,actual eps,1.770327545,2026-04-30 38:31:0
2024Q2_day9,operating margin,0.031306781,2026-04-30 38:31:0
2024Q2_day9,guidance surprise pct,0.260729571,2026-04-30 38:31:0
2024Q2_day9,guidance eps,0.001811825,2026-04-30 38:31:0
2024Q2_day9,china rev yoy,-0.056736117,2026-04-30 38:31:0
2024Q2_day9,revenue qoq,0.276495034,2026-04-30 38:31:0
2024Q2_day9,beta sp500,-0.038264736,2026-04-30 38:31:0
2024Q2_day9,beta sp500 it,0.453346479,2026-04-30 38:31:0
2024Q2_day9,beta nasdaq,-0.435352707,2026-04-30 38:31:0
2024Q2_day9,cadence return 30d,-0.003626684,2026-04-30 38:31:0
2024Q2_day9,siemens return 30d,-0.375718033,2026-04-30 38:31:0
2024Q2_day9,vix,-0.218184059,2026-04-30 38:31:0
2024Q2_day9,vix change 30d,0.043443695,2026-04-30 38:31:0
2024Q2_day9,high volatility,-0.610380897,2026-04-30 38:31:0
2024Q2_day9,cpi,-0.781264157,2026-04-30 38:31:0
2024Q2_day9,unemployment rate,0.059684444,2026-04-30 38:31:0
2024Q2_day9,analyst sentiment score,-0.237956869,2026-04-30 38:31:0
2024Q2_day9,analyst consensus strength,0.121288426,2026-04-30 38:31:0
2024Q2_day9,analyst bullish ratio,0.370734658,2026-04-30 38:31:0
2024Q2_day10,analyst bearish ratio,-0.321316104,2026-04-30 38:31:0
2024Q2_day10,analyst coverage,0.204064832,2026-04-30 38:31:0
2024Q2_day10,analyst rating momentum,0.357752254,2026-04-30 38:31:0
2024Q2_day10,analyst positive momentum,-0.533576275,2026-04-30 38:31:0
2024Q2_day10,analyst price target upside,0.213930365,2026-04-30 38:31:0
2024Q2_day10,reaction days,0.049164034,2026-04-30 38:31:0
2024Q2_day10,cortex sentiment,-0.548913604,2026-04-30 38:31:0
2024Q2_day10,earnings surprise pct,1.00860589,2026-04-30 38:31:0
2024Q2_day10,actual eps,0.507662862,2026-04-30 38:31:0
2024Q2_day10,operating margin,-0.202712424,2026-04-30 38:31:0
2024Q2_day10,guidance surprise pct,0.82049145,2026-04-30 38:31:0
2024Q2_day10,guidance eps,0.147652437,2026-04-30 38:31:0
2024Q2_day10,china rev yoy,-0.325747539,2026-04-30 38:31:0
2024Q2_day10,revenue qoq,0.203811985,2026-04-30 38:31:0
2024Q2_day10,beta sp500,-0.344638211,2026-04-30 38:31:0
2024Q2_day10,beta sp500 it,0.19989375,2026-04-30 38:31:0
2024Q2_day10,beta nasdaq,0.138777388,2026-04-30 38:31:0
2024Q2_day10,cadence return 30d,-0.517742019,2026-04-30 38:31:0
2024Q2_day10,siemens return 30d,-0.203269396,2026-04-30 38:31:0
2024Q2_day10,vix,0.197054702,2026-04-30 38:31:0
2024Q2_day10,vix change 30d,-0.890582766,2026-04-30 38:31:0
2024Q2_day10,high volatility,-0.632202131,2026-04-30 38:31:0
2024Q2_day10,cpi,0.138618268,2026-04-30 38:31:0
2024Q2_day10,unemployment rate,0.235017153,2026-04-30 38:31:0
2024Q2_day10,analyst sentiment score,-0.650923332,2026-04-30 38:31:0
2024Q2_day10,analyst consensus strength,-0.179253058,2026-04-30 38:31:0
2024Q2_day10,analyst bullish ratio,0.426710959,2026-04-30 38:31:0
2024Q3_day1,analyst bearish ratio,0.521669899,2026-04-30 38:31:0
2024Q3_day1,analyst coverage,0.293657415,2026-04-30 38:31:0
2024Q3_day1,analyst rating momentum,0.025595443,2026-04-30 38:31:0
2024Q3_day1,analyst positive momentum,-0.242479716,2026-04-30 38:31:0
2024Q3_day1,analyst price target upside,-0.016088881,2026-04-30 38:31:0
2024Q3_day1,reaction days,0.254502821,2026-04-30 38:31:0
2024Q3_day1,cortex sentiment,-0.248961067,2026-04-30 38:31:0
2024Q3_day1,earnings surprise pct,1.640959156,2026-04-30 38:31:0
2024Q3_day1,actual eps,1.190270056,2026-04-30 38:31:0
2024Q3_day1,operating margin,-0.450924091,2026-04-30 38:31:0
2024Q3_day1,guidance surprise pct,1.431168571,2026-04-30 38:31:0
2024Q3_day1,guidance eps,0.201163624,2026-04-30 38:31:0
2024Q3_day1,china rev yoy,-0.115191382,2026-04-30 38:31:0
2024Q3_day1,revenue qoq,0.075060062,2026-04-30 38:31:0
2024Q3_day1,beta sp500,0.598700247,2026-04-30 38:31:0
2024Q3_day1,beta sp500 it,0.932975567,2026-04-30 38:31:0
2024Q3_day1,beta nasdaq,0.182016918,2026-04-30 38:31:0
2024Q3_day1,cadence return 30d,-0.054958986,2026-04-30 38:31:0
2024Q3_day1,siemens return 30d,0.160351695,2026-04-30 38:31:0
2024Q3_day1,vix,0.043827713,2026-04-30 38:31:0
2024Q3_day1,vix change 30d,-0.560333813,2026-04-30 38:31:0
2024Q3_day1,high volatility,0.497605678,2026-04-30 38:31:0
2024Q3_day1,cpi,0.069021228,2026-04-30 38:31:0
2024Q3_day1,unemployment rate,0.149322927,2026-04-30 38:31:0
2024Q3_day1,analyst sentiment score,-0.100445449,2026-04-30 38:31:0
2024Q3_day1,analyst consensus strength,0.126475983,2026-04-30 38:31:0
2024Q3_day1,analyst bullish ratio,0.25168215,2026-04-30 38:31:0
2024Q3_day2,analyst bearish ratio,-0.185175956,2026-04-30 38:31:0
2024Q3_day2,analyst coverage,-0.167490526,2026-04-30 38:31:0
2024Q3_day2,analyst rating momentum,-0.33004627,2026-04-30 38:31:0
2024Q3_day2,analyst positive momentum,0.131850369,2026-04-30 38:31:0
2024Q3_day2,analyst price target upside,0.305787301,2026-04-30 38:31:0
2024Q3_day2,reaction days,0.241554573,2026-04-30 38:31:0
2024Q3_day2,cortex sentiment,0.50469546,2026-04-30 38:31:0
2024Q3_day2,earnings surprise pct,0.796642389,2026-04-30 38:31:0
2024Q3_day2,actual eps,1.201244993,2026-04-30 38:31:0
2024Q3_day2,operating margin,-0.327510263,2026-04-30 38:31:0
2024Q3_day2,guidance surprise pct,0.567740179,2026-04-30 38:31:0
2024Q3_day2,guidance eps,1.217322655,2026-04-30 38:31:0
2024Q3_day2,china rev yoy,0.254730633,2026-04-30 38:31:0
2024Q3_day2,revenue qoq,-0.088190084,2026-04-30 38:31:0
2024Q3_day2,beta sp500,-0.021479776,2026-04-30 38:31:0
2024Q3_day2,beta sp500 it,-0.455362124,2026-04-30 38:31:0
2024Q3_day2,beta nasdaq,-0.10710876,2026-04-30 38:31:0
2024Q3_day2,cadence return 30d,0.267114949,2026-04-30 38:31:0
2024Q3_day2,siemens return 30d,0.172561505,2026-04-30 38:31:0
2024Q3_day2,vix,-0.149667139,2026-04-30 38:31:0
2024Q3_day2,vix change 30d,-0.375113156,2026-04-30 38:31:0
2024Q3_day2,high volatility,-0.396468421,2026-04-30 38:31:0
2024Q3_day2,cpi,-0.198096342,2026-04-30 38:31:0
2024Q3_day2,unemployment rate,0.209648526,2026-04-30 38:31:0
2024Q3_day2,analyst sentiment score,-0.247416233,2026-04-30 38:31:0
2024Q3_day2,analyst consensus strength,0.147605654,2026-04-30 38:31:0
2024Q3_day2,analyst bullish ratio,-0.157810453,2026-04-30 38:31:0
2024Q3_day3,analyst bearish ratio,-0.646002876,2026-04-30 38:31:0
2024Q3_day3,analyst coverage,0.329145814,2026-04-30 38:31:0
2024Q3_day3,analyst rating momentum,-0.143651237,2026-04-30 38:31:0
2024Q3_day3,analyst positive momentum,-0.258832729,2026-04-30 38:31:0
2024Q3_day3,analyst price target upside,0.288695782,2026-04-30 38:31:0
2024Q3_day3,reaction days,0.071597472,2026-04-30 38:31:0
2024Q3_day3,cortex sentiment,0.13596183,2026-04-30 38:31:0
2024Q3_day3,earnings surprise pct,1.17020357,2026-04-30 38:31:0
2024Q3_day3,actual eps,1.210141594,2026-04-30 38:31:0
2024Q3_day3,operating margin,-0.409786713,2026-04-30 38:31:0
